Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
-1.3084288370736354,0,0,1,-1.647813475824936,-0.19259937583424555,0,3,0,1,0,0,-0.020064020256311037,4
-1.3084288370736354,0,2,1,-1.1278849221993306,0.3986114809868581,1,3,1,1,0,0,-0.266630446649948,0
-1.3084288370736354,0,3,4,-0.7588945930600302,-0.90205240401957,0,3,0,0,0,0,0.8601504403393685,2
-1.3084288370736354,0,1,2,1.70796929388583,-0.0743572044700248,0,3,1,1,0,0,0.23976522398296982,3
-1.3084288370736354,0,0,3,-1.0500760987969409,-0.429083718562687,1,1,0,1,0,0,0.19049854070974992,2
0.47562274191557835,0,2,1,-0.10753899028995872,0.5168536523510788,0,2,0,0,0,0,-0.7821973658097905,4
-1.3084288370736354,1,2,1,0.42196311504678935,-1.6115054322048943,1,2,0,1,1,1,1.6860740396018097,1
1.3676485314101854,1,0,2,1.1402240206595002,1.1080645091721826,1,3,0,0,1,0,-0.8574481957870149,4
-0.4164030475790286,1,0,2,-1.5218579140974302,1.1080645091721826,1,2,0,0,0,1,-1.3604915799959356,4
-1.3084288370736354,0,3,2,0.21401782981016276,-0.6655680612911284,0,2,1,0,0,0,0.35680375835107947,2
-0.4164030475790286,1,1,0,0.5295403945464793,1.3445488519006241,0,3,1,1,0,0,-1.0831165423216194,4
-0.4164030475790286,0,2,1,0.3301763849422104,-1.6115054322048943,0,2,1,1,0,0,1.7231694608025119,1
-1.3084288370736354,0,3,2,1.5552037515126713,1.6992753659932862,0,1,0,0,0,0,-1.5750456398621737,4
-1.3084288370736354,0,1,2,-0.37291789701352707,-1.1385367467480114,0,1,1,1,0,0,0.7859881933449832,2
-0.4164030475790286,0,2,1,-1.1134828943814417,1.4627910232648447,0,3,1,0,0,0,-1.4516192619880401,2
-1.3084288370736354,0,2,2,-0.7357204099061433,1.5810331946290654,0,2,1,0,0,0,-1.8235288148890592,4
-1.3084288370736354,1,0,1,0.7601191320018639,1.6992753659932862,1,3,0,0,0,0,-1.1074241151830622,4
-0.4164030475790286,1,0,1,-1.465185958700236,0.6350958237152996,0,3,1,1,0,0,-0.5435075498971008,1
-0.4164030475790286,1,0,1,-0.32092579665274645,0.9898223378079618,0,1,0,1,1,0,-1.0079894869985835,4
0.47562274191557835,0,0,2,-0.35016842312202556,0.6350958237152996,1,2,1,1,0,0,-0.3909544650723019,4
-0.4164030475790286,0,0,1,0.5200103907516496,-0.5473258899269078,0,3,0,0,1,0,0.516607030537468,3
-1.3084288370736354,1,0,1,1.3012963615343023,-0.429083718562687,0,4,1,0,0,0,0.791506604532539,2
-1.3084288370736354,1,0,1,0.3166714851115211,-0.0743572044700248,1,2,0,0,0,1,0.25746223009535574,3
-1.3084288370736354,1,1,2,-1.0168118015701326,1.5810331946290654,0,2,1,1,0,0,-1.3265902137621242,4
0.47562274191557835,0,0,2,1.6963319064920186,-0.90205240401957,0,2,0,0,1,1,1.3652902235048436,1
-0.4164030475790286,0,2,2,-0.9189990615455637,-1.1385367467480114,0,4,1,0,0,0,1.0606517641655993,2
-1.3084288370736354,1,1,0,0.8360081575950737,-1.375021089476453,1,1,0,0,0,0,1.2943012270730194,1
-0.4164030475790286,0,0,3,-1.5473608437297648,0.6350958237152996,0,1,1,0,1,0,-1.313895521893275,4
0.47562274191557835,1,0,2,1.0714177392953543,-0.429083718562687,0,3,1,0,0,0,0.6057084898453512,3
1.3676485314101854,1,0,2,0.20639184735975213,-1.1385367467480114,0,4,0,0,0,0,0.7436205558291179,2
-0.4164030475790286,0,0,3,-0.9582068529719079,0.9898223378079618,0,0,0,0,0,0,-1.5115647858180028,4
-1.3084288370736354,1,1,1,0.007222374498744903,-1.0202945753837906,1,1,0,0,0,0,0.37083628093120957,3
0.47562274191557835,0,0,2,0.03783924346323202,-0.0743572044700248,0,4,1,0,1,0,0.5144284614297228,3
-1.3084288370736354,0,1,1,0.8798003609530862,-1.0202945753837906,0,3,0,1,1,0,1.4356245768475049,1
-0.4164030475790286,0,0,1,-0.07347837978184911,1.2263066805364033,0,2,1,0,0,0,-1.1746627495723743,3
0.47562274191557835,1,0,1,1.6279486369862153,1.5810331946290654,0,0,0,1,1,1,-1.5106537436033478,4
0.47562274191557835,1,0,0,1.2346494765712581,-1.375021089476453,1,3,0,0,0,0,1.5190488322324367,1
1.3676485314101854,1,3,2,1.276798040101132,-1.1385367467480114,0,1,1,0,0,0,1.1638590378711027,2
0.47562274191557835,1,0,2,-0.027638067831414214,-1.4932632608406737,0,1,1,0,0,0,0.890660180865602,2
0.47562274191557835,1,0,2,-0.7482074738471007,-0.0743572044700248,0,4,0,1,0,0,0.3234293622841654,3
-0.4164030475790286,1,3,2,-1.7114197523894765,0.7533379950795204,0,2,0,0,0,1,-1.4946970028669793,4
0.47562274191557835,0,0,2,0.1980098022016254,0.3986114809868581,0,2,0,0,0,0,-0.6275443458955376,4
0.47562274191557835,0,2,4,-0.011432175209258233,1.5810331946290654,1,0,0,0,0,0,-1.4622036510517256,4
-1.3084288370736354,1,2,2,-1.7138141381315093,0.871580166443741,0,2,0,0,0,1,-1.4340143345124574,4
-1.3084288370736354,0,1,1,0.8411043403573444,-0.0743572044700248,1,4,1,1,0,0,0.9128737093921138,2
1.3676485314101854,1,3,1,1.7292235430552725,1.2263066805364033,0,2,0,0,0,0,-1.3223840781859695,4
-1.3084288370736354,0,0,1,0.37472652510186494,1.6992753659932862,0,3,0,1,0,0,-1.1893519508176837,4
-0.4164030475790286,0,2,3,-0.7607648376571257,1.3445488519006241,0,0,0,0,0,0,-2.055756807565376,4
1.3676485314101854,1,1,3,0.6852962135210682,-1.375021089476453,1,3,1,0,0,1,1.531260840258254,1
-0.4164030475790286,1,2,1,0.3789473186252544,-0.7838102326553492,0,0,0,0,0,0,0.25915980002540706,3
1.3676485314101854,1,2,2,0.2577067051394446,0.871580166443741,0,0,0,0,0,0,-0.9600035254524126,4
-0.4164030475790286,1,3,1,0.8225061198276336,-0.90205240401957,0,2,0,1,0,0,0.8581034955679009,2
1.3676485314101854,0,0,3,-1.250663692736904,0.6350958237152996,0,1,0,0,0,1,-0.9388205123589477,4
0.47562274191557835,1,0,1,-0.2713722707861002,-1.1385367467480114,1,0,0,0,0,0,0.7446690365646225,2
-1.3084288370736354,1,0,1,0.36749225825558046,0.6350958237152996,0,4,0,0,1,0,-0.1976557387145696,4
0.47562274191557835,0,0,1,0.4957062076819812,0.7533379950795204,0,1,0,0,0,0,-1.0211874350802144,0
-0.4164030475790286,1,0,1,-0.1472184964344194,-1.729747603569115,1,2,0,1,1,0,2.005536049108728,0
-1.3084288370736354,1,0,3,0.8363581985947738,0.7533379950795204,0,2,0,0,1,1,-0.37178258780448087,4
-0.4164030475790286,0,0,2,-1.6524322320728815,0.2803693096226374,0,0,0,0,0,0,-1.1649537697576378,4
-1.3084288370736354,0,0,2,0.20800902075148228,-1.729747603569115,0,3,1,0,1,0,1.8077017454344602,0
-1.3084288370736354,1,0,1,-1.6111755821016276,-1.4932632608406737,0,1,1,0,0,0,0.5735515906647858,3
1.3676485314101854,1,1,3,-1.2017052700664017,0.7533379950795204,0,2,0,0,0,0,-0.9494214170783443,2
0.47562274191557835,0,0,2,1.4663824489786024,-1.729747603569115,0,1,0,0,0,0,1.7026584121083614,1
1.3676485314101854,1,3,1,-1.1955620084303078,0.3986114809868581,0,2,0,0,0,0,-0.875282793716085,4
1.3676485314101854,1,1,3,1.2945406351858277,-1.6115054322048943,1,0,0,1,0,0,1.6375455949403326,1
-0.4164030475790286,1,2,0,0.042603770881671194,-1.2567789181122322,0,4,0,1,0,1,1.8946182853689888,0
-1.3084288370736354,1,0,3,0.8577272440516671,-0.90205240401957,0,2,0,1,0,1,0.5462752992579798,4
-0.4164030475790286,1,0,2,0.39363317192404657,0.5168536523510788,1,2,0,1,0,0,-0.03610993960275551,4
0.47562274191557835,1,0,2,-1.3121872634761373,-0.3108415471984663,0,1,0,0,0,0,-0.48595907660566745,4
0.47562274191557835,0,2,1,-0.21316961103548498,-1.729747603569115,0,3,0,0,0,0,1.296518078691054,1
-0.4164030475790286,1,1,2,-1.1615688997476235,-0.19259937583424555,1,0,0,1,0,0,0.17483256950966086,3
0.47562274191557835,0,2,4,-1.2773849129431485,0.2803693096226374,0,3,0,1,0,0,-0.5802751788690611,4
-1.3084288370736354,1,0,3,1.650949000240286,1.6992753659932862,1,1,1,0,0,0,-0.9771276194696954,4
-1.3084288370736354,0,3,2,-1.2663652822469356,0.2803693096226374,1,0,1,0,0,0,-0.6648755604621218,4
0.47562274191557835,1,0,1,-1.2429059316198827,-0.7838102326553492,0,2,1,1,0,0,0.7315833686620381,2
0.47562274191557835,1,0,1,-0.4768318034890645,-0.19259937583424555,0,3,1,0,1,0,0.3114871401527808,3
-1.3084288370736354,0,1,1,-1.049861438747978,-0.6655680612911284,0,2,1,0,0,0,0.2579319194629952,3
-0.4164030475790286,0,1,1,0.9744122904886168,1.4627910232648447,0,3,1,1,0,0,-1.0345933955967803,4
0.47562274191557835,1,2,2,-0.67284843664137,1.4627910232648447,1,2,1,1,1,0,-1.1482621485173807,4
1.3676485314101854,0,0,2,1.642452391190182,1.1080645091721826,0,1,1,0,1,1,-0.7939090129759399,0
1.3676485314101854,0,2,2,1.7482540017834445,0.9898223378079618,1,3,1,1,0,0,0.3239759657568555,3
1.3676485314101854,1,2,2,-0.3033009912189376,-0.429083718562687,0,2,1,0,1,0,0.24366837450069434,3
-0.4164030475790286,1,0,2,0.5950035770227055,-1.2567789181122322,0,3,0,0,0,1,1.5949929394232487,1
1.3676485314101854,0,0,3,0.4457660156727312,-1.729747603569115,0,1,0,0,0,0,0.9494787548099598,2
1.3676485314101854,0,1,2,1.4234598312149465,-1.4932632608406737,1,3,0,1,0,1,1.6923249194389414,1
0.47562274191557835,1,0,0,-0.585803386204624,-1.0202945753837906,1,2,1,0,1,0,1.4538193096144916,1
1.3676485314101854,0,2,2,1.5915338023121601,0.6350958237152996,0,2,1,1,0,0,-0.48256644926898556,4
0.47562274191557835,1,1,2,-0.9978072150360856,0.2803693096226374,0,3,1,0,0,0,-0.04134163562964389,4
-1.3084288370736354,0,0,2,-1.0488543920001672,-1.4932632608406737,0,3,0,0,0,0,1.0285825082218523,2
0.47562274191557835,1,0,1,0.2861549960981422,1.4627910232648447,0,2,0,1,0,0,-1.3810173154147003,4
-1.3084288370736354,0,0,2,-0.30829837918561775,1.2263066805364033,0,0,0,0,0,0,-2.055756807565376,4
-0.4164030475790286,0,2,2,0.7745104060185821,-0.90205240401957,1,0,0,0,0,0,0.7110966528803454,2
1.3676485314101854,0,0,2,1.5922085840614593,0.871580166443741,0,3,1,0,0,0,-0.7032763886716342,4
0.47562274191557835,1,2,2,-1.5085600613825172,-1.0202945753837906,0,1,0,0,0,0,0.29359465629185655,3
-1.3084288370736354,0,1,1,-0.3600890435021518,0.16212713825841665,0,0,1,0,0,1,-0.6473519687348591,4
1.3676485314101854,0,3,1,-1.6521737949395212,-0.0743572044700248,1,2,0,1,1,1,0.21500327054984386,1
-1.3084288370736354,1,0,2,0.850660163218328,1.2263066805364033,0,1,0,0,0,0,-1.5708823852579248,4
0.47562274191557835,1,2,1,0.33848466680672457,0.04388496689419592,0,0,0,0,0,1,-0.3526322562770839,4
1.3676485314101854,1,2,0,-0.7996428672962455,-1.4932632608406737,1,3,0,0,0,0,1.391380136142553,1
1.3676485314101854,0,1,1,1.468773644144297,-1.0202945753837906,0,2,0,0,1,1,1.1807741869448944,2
1.3676485314101854,0,2,0,-1.5321646752371905,1.4627910232648447,0,0,0,1,1,0,-1.6050712415793462,4
1.3676485314101854,1,0,2,0.7976663832503104,1.3445488519006241,0,0,1,0,0,0,-1.717166503379369,4
0.47562274191557835,1,2,1,0.11666001220469575,-0.19259937583424555,0,2,0,0,1,1,0.02744264863913855,4
-1.3084288370736354,0,1,4,-1.4803384059264337,0.871580166443741,0,1,1,1,0,1,-0.964367426346443,4
-0.4164030475790286,1,0,1,-0.68872771392184,0.6350958237152996,1,1,0,0,0,0,-0.9629088653474911,1
-1.3084288370736354,0,0,1,0.8931149971876394,0.5168536523510788,1,1,1,0,0,0,-0.1059894381608096,4
-0.4164030475790286,1,2,1,-0.7249236263482826,-0.3108415471984663,0,4,0,0,0,0,0.22247301498078587,3
0.47562274191557835,0,2,2,-0.8487738157284187,1.3445488519006241,0,4,0,0,0,0,-1.3442731231184633,4
-1.3084288370736354,1,2,2,-1.2920636388869924,0.7533379950795204,0,2,0,0,0,0,-1.4369866422284874,4
1.3676485314101854,1,0,0,-1.0948967645386538,0.16212713825841665,1,2,0,0,0,0,-0.5556721330615442,4
1.3676485314101854,0,0,0,1.5987990473527454,-0.5473258899269078,0,3,1,0,0,0,1.0375938899874624,2
-0.4164030475790286,0,0,3,0.3508665328474064,1.4627910232648447,0,1,1,0,0,0,-1.75676463314002,4
1.3676485314101854,1,1,3,0.570387364044978,1.5810331946290654,0,3,0,0,0,0,-1.4264377683435894,4
-1.3084288370736354,1,0,3,-1.3719456108410222,0.7533379950795204,0,2,1,0,0,0,-0.9050856799786396,4
0.47562274191557835,0,0,1,1.6319059048872442,-1.1385367467480114,0,2,0,0,0,0,1.0602742664569778,2
-1.3084288370736354,0,0,1,-0.4444666697748327,0.2803693096226374,0,3,0,1,0,0,-0.4200606160295611,4
-1.3084288370736354,0,2,1,-0.3395296531342685,0.3986114809868581,0,1,0,1,0,0,-0.4982796835085714,4
0.47562274191557835,1,0,2,-0.607919784089955,-0.3108415471984663,1,2,0,0,0,1,0.39541543665677975,3
-0.4164030475790286,1,2,0,-0.08287333049527541,-1.2567789181122322,0,1,1,0,0,0,0.8870928586242902,2
-0.4164030475790286,1,1,2,1.0916357664978698,1.5810331946290654,0,1,1,1,0,0,-1.1692682733041977,2
-1.3084288370736354,0,0,1,0.18677039026732667,1.1080645091721826,0,0,0,1,0,0,-1.8899376924548192,4
1.3676485314101854,1,0,2,1.1341327157577286,0.3986114809868581,1,1,1,0,1,0,0.060384515282820475,4
0.47562274191557835,1,0,1,0.5702566956332289,1.4627910232648447,0,3,0,1,0,0,-1.2953559422941836,4
0.47562274191557835,1,0,1,0.0217377528637309,-1.6115054322048943,0,2,0,0,0,0,1.3598644571110334,1
0.47562274191557835,0,1,2,-0.7841511128711182,0.04388496689419592,1,4,1,0,0,0,0.5804318618257498,3
1.3676485314101854,1,2,1,-1.0514451646102712,-0.90205240401957,0,2,1,1,0,1,0.6803568073471372,2
-0.4164030475790286,1,3,0,-0.8851282407281335,0.16212713825841665,1,3,0,0,0,0,-0.2144115590131991,1
0.47562274191557835,1,0,2,-0.7021542956375992,-0.7838102326553492,0,1,1,1,0,0,0.8711879091025452,2
0.47562274191557835,1,2,1,0.45269063105173507,0.7533379950795204,1,3,1,1,0,0,-0.40130424618321103,4
1.3676485314101854,0,1,0,-0.05646291907753124,-1.0202945753837906,0,2,0,0,0,1,0.7997930690674042,2
0.47562274191557835,0,1,2,0.9505714422758875,-1.6115054322048943,0,1,0,0,0,0,1.1675525449250934,2
0.47562274191557835,0,1,1,0.824290666035193,0.6350958237152996,0,3,1,0,0,1,-0.5982264643033667,4
-1.3084288370736354,0,3,0,-1.4584142145274415,-0.3108415471984663,0,3,0,0,0,0,-0.32577249890670545,4
-1.3084288370736354,0,1,1,-1.1149921395305855,0.04388496689419592,0,2,1,0,0,0,-0.23851784320605512,4
0.47562274191557835,1,0,3,1.7917824812748064,-1.6115054322048943,0,1,1,1,0,0,1.7482757810259941,0
-1.3084288370736354,1,1,1,0.9621644979715522,0.9898223378079618,0,2,0,0,0,1,-1.1592850169367421,4
-0.4164030475790286,0,2,1,-0.32998050876544804,1.4627910232648447,1,2,0,0,0,0,-1.544120424603794,4
0.47562274191557835,1,0,2,0.5429760142395208,-0.0743572044700248,0,1,0,0,0,0,-0.1947877399548643,4
-0.4164030475790286,1,2,2,0.03809934477898482,-0.6655680612911284,0,3,0,0,0,0,0.27564988302085996,3
-0.4164030475790286,0,0,2,-0.443740763538069,-0.5473258899269078,1,2,0,0,0,0,0.30943228700604614,3
-0.4164030475790286,1,0,3,-1.5863241426738002,-0.429083718562687,0,3,0,0,0,0,0.0750787013651521,4
0.47562274191557835,1,0,3,0.006103903741705653,-1.4932632608406737,1,3,0,0,0,0,1.630948688184241,1
-0.4164030475790286,1,2,3,-0.5290270921455774,0.5168536523510788,1,3,1,0,0,1,-0.29939175814459695,4
-0.4164030475790286,1,0,0,-0.25423636086527357,-1.0202945753837906,1,2,0,0,1,0,1.282900581550368,1
0.47562274191557835,1,3,2,-0.986184019282194,-0.5473258899269078,0,4,1,0,0,0,0.8813150673119861,3
-1.3084288370736354,1,2,2,-1.5468671971543566,1.5810331946290654,1,2,1,0,1,0,-1.439787659671532,4
0.47562274191557835,1,0,3,0.7193479287852305,-1.0202945753837906,0,2,1,1,0,0,0.9804576806301024,2
0.47562274191557835,1,2,2,-1.2107317027575484,-1.0202945753837906,0,2,0,0,0,0,0.6153452582008823,3
1.3676485314101854,0,1,4,-1.3529414118705125,0.9898223378079618,0,2,0,0,0,0,-1.3498013397745214,4
1.3676485314101854,0,1,2,-1.0596782338166473,-0.7838102326553492,0,4,0,0,0,1,0.4548078166647202,0
-1.3084288370736354,0,1,2,-0.7065643172703463,1.2263066805364033,1,3,1,0,0,0,-1.0080099778987865,4
0.47562274191557835,1,0,2,-1.6054440452612844,-0.7838102326553492,0,4,0,0,1,0,0.5238380964036023,3
0.47562274191557835,1,0,2,-0.8914661870421239,0.2803693096226374,1,3,0,0,0,0,-0.6600655256708394,4
-1.3084288370736354,1,0,2,0.1087562575391387,-0.90205240401957,0,2,1,0,0,0,0.8447456764317322,2
1.3676485314101854,0,0,1,0.7619633398226499,1.2263066805364033,0,3,1,0,0,0,-0.8065568372754139,4
1.3676485314101854,0,0,2,0.7311312156366836,1.2263066805364033,0,2,0,0,1,0,-0.9611468553206063,4
0.47562274191557835,1,3,4,1.0186084997917988,-0.6655680612911284,0,1,1,0,0,0,0.6036312054424209,3
-1.3084288370736354,1,0,1,0.18858724468844232,0.3986114809868581,0,2,0,0,1,0,-0.5257904463106804,4
1.3676485314101854,0,0,1,-0.6356290074589269,-0.5473258899269078,0,2,0,0,0,0,0.08702386716294491,4
-1.3084288370736354,1,2,3,0.6516168192338297,-1.4932632608406737,0,2,0,0,1,0,1.254508342426079,1
0.47562274191557835,0,1,1,0.06256112334656393,0.7533379950795204,0,3,1,0,0,0,-0.40866163537418193,4
-1.3084288370736354,0,2,2,1.3352061037796135,1.2263066805364033,0,3,1,0,0,0,-0.8435217050245587,4
-1.3084288370736354,0,3,1,-1.1149637774636378,0.9898223378079618,0,1,0,0,0,0,-1.772435984790929,4
-1.3084288370736354,0,2,0,0.07258366968401156,-1.1385367467480114,0,3,0,0,0,0,1.1475216732910036,0
-0.4164030475790286,0,0,2,0.014201505806688502,-1.729747603569115,0,0,0,1,0,0,1.2425250527264637,2
0.47562274191557835,0,2,3,1.7697915395795367,0.2803693096226374,0,4,1,1,1,0,0.6481360338557238,3
1.3676485314101854,1,0,3,-1.6032662386218486,-0.7838102326553492,0,2,0,0,0,1,0.04067317079816411,3
0.47562274191557835,1,2,2,-1.6214021077200265,-0.429083718562687,0,3,1,0,0,0,-0.03592158370599404,4
-1.3084288370736354,0,0,0,1.5542475110832756,0.5168536523510788,0,2,0,1,1,0,-0.05810917103296999,4
0.47562274191557835,0,0,2,-1.034324632598419,-1.729747603569115,1,3,0,0,0,0,1.3645083539757197,1
0.47562274191557835,1,1,2,-0.5941030885088504,-0.90205240401957,1,2,0,0,1,1,0.8053569149268872,2
-0.4164030475790286,0,2,2,-1.5148748221750712,0.2803693096226374,1,1,1,1,0,1,-0.28339246252202144,4
1.3676485314101854,1,3,1,0.8344538020658554,0.16212713825841665,0,3,0,0,0,0,-0.10022759967839633,4
1.3676485314101854,0,2,2,-0.8474647344597945,-0.90205240401957,1,2,1,1,0,0,0.5795456447596928,3
0.47562274191557835,1,0,1,0.5661041795374434,1.3445488519006241,0,1,0,1,0,0,-1.3930849096385656,4
0.47562274191557835,0,1,2,0.059660115597876054,1.1080645091721826,1,2,0,0,0,0,-0.9713566721759346,4
-0.4164030475790286,0,1,0,-0.6927993375676355,-0.429083718562687,1,0,1,0,0,0,0.002137273100362172,4
-0.4164030475790286,1,0,3,0.7543954100968555,1.3445488519006241,0,1,1,0,0,0,-1.356368405756818,4
-1.3084288370736354,0,0,3,-1.628124289995219,0.04388496689419592,1,2,0,0,0,0,-0.4933516469859515,4
-1.3084288370736354,0,0,3,-0.5961328853284775,-0.7838102326553492,1,2,1,0,0,0,0.8548418484836051,2
0.47562274191557835,0,1,2,0.4292785350469648,0.7533379950795204,0,4,0,1,0,0,-0.15781414177382702,4
1.3676485314101854,0,1,3,0.04732138697026187,-1.1385367467480114,0,2,1,0,0,0,1.0930387429507131,2
1.3676485314101854,1,2,1,-0.29173000597843995,0.2803693096226374,0,3,0,1,0,0,-0.189080157361636,4
-0.4164030475790286,0,2,4,0.6330211350034929,-0.5473258899269078,1,2,0,0,0,0,0.6269791103299887,3
-0.4164030475790286,1,1,1,-1.3009491299318854,-1.729747603569115,1,2,1,0,0,0,1.588981226573923,1
